disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,region,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,designatedIncidentTypes,declarationRequestDate,id,hash,lastRefresh
701,1984-04-12T00:00:00.000Z,COASTAL STORMS & FLOODING,1984-03-28T00:00:00.000Z,1984-04-08T00:00:00.000Z,Major Disaster,NJ,New Jersey                    ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1996-04-23T00:00:00.000Z,2,0,1,1,1,C,1984-04-05T00:00:00.000Z,635f4fc9-0d9b-43c8-8d78-e6f33db9ff90,52a0f0808bf14606fa7358892f5844182a9bed73,2024-10-09T19:01:58.075Z
700,1984-03-30T00:00:00.000Z,SEVERE STORMS & TORNADOES,1984-03-28T00:00:00.000Z,1984-03-29T00:00:00.000Z,Major Disaster,SC,South Carolina                ,Tornado,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1994-10-24T00:00:00.000Z,4,0,1,1,1,,1984-03-30T00:00:00.000Z,7b787445-1b82-4905-8cc0-48cb587abdb7,62d5dce6cd6ab34dcaf94247c81ec12799757da4,2024-10-09T19:01:58.075Z
699,1984-03-30T00:00:00.000Z,SEVERE STORMS & TORNADOES,1984-03-28T00:00:00.000Z,1984-03-29T00:00:00.000Z,Major Disaster,NC,North Carolina                ,Tornado,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1994-10-24T00:00:00.000Z,4,0,1,1,1,,1984-03-03T00:00:00.000Z,f26f1a48-f742-435e-bf87-f518683887d3,7e641ad750c0ca1a33553ab333e2568e82d7bd63,2024-10-09T19:01:58.075Z
698,1984-03-29T00:00:00.000Z,FREEZING TEMPERATURES,1983-12-24T00:00:00.000Z,1983-12-26T00:00:00.000Z,Major Disaster,FL,Florida                       ,Freezing,1993-07-21T00:00:00.000Z,2013-03-27T00:00:00.000Z,1988-10-27T00:00:00.000Z,4,0,1,0,0,,1984-03-19T00:00:00.000Z,ced81ddb-a434-4e11-bd25-c715a1e776a2,89b6040af011556c62d9983a7d2b56fe793fc3f7,2024-10-09T19:01:58.075Z
697,1984-02-16T00:00:00.000Z,ICE JAMS AND FLOODING,1984-01-17T00:00:00.000Z,1984-04-20T00:00:00.000Z,Major Disaster,ID,Idaho                         ,Snowstorm,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1988-05-06T00:00:00.000Z,10,0,1,1,1,,1984-02-09T00:00:00.000Z,a6679a1d-82fb-4fae-b373-16a38c5918bc,80d3cb38a61508ba8d5bf0768ebf19ddaaee576f,2024-10-09T19:01:58.075Z
696,1984-01-07T00:00:00.000Z,SEVERE FREEZING WEATHER,1983-12-22T00:00:00.000Z,1983-12-26T00:00:00.000Z,Major Disaster,TX,Texas                         ,Freezing,1993-07-21T00:00:00.000Z,2013-03-27T00:00:00.000Z,1986-03-27T00:00:00.000Z,6,0,1,0,0,,1983-12-30T00:00:00.000Z,07f984ba-4a1f-4b3c-8436-8a38b1174c69,e46d506a469d289e02fa38871355dc96adc88ef3,2024-10-09T19:01:58.075Z
3087,1983-12-21T00:00:00.000Z,SEVERE STORMS & FLOODING,1983-12-21T00:00:00.000Z,1983-12-21T00:00:00.000Z,Emergency,MS,Mississippi                   ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1986-07-08T00:00:00.000Z,4,0,1,0,0,W,1983-12-17T00:00:00.000Z,b6d9c694-8035-4272-97cf-2a1daab05ef4,faf7fda7b4601e041cd012295c5f01144a9d1d47,2024-10-09T19:01:58.075Z
695,1983-12-13T00:00:00.000Z,"SEVERE STORMS,FLOODING AND TORNADOES",1983-12-02T00:00:00.000Z,1983-12-06T00:00:00.000Z,Major Disaster,AL,Alabama                       ,Severe Storm,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1991-06-03T00:00:00.000Z,4,0,1,0,0,"F,T,W",1983-12-10T00:00:00.000Z,2e1d1b41-1978-437c-887d-36e7eb05bf87,c0f9a9abac0c0f46b68e2b87b2351c0d6baa0d17,2024-10-09T19:01:58.075Z
694,1983-11-18T00:00:00.000Z,EARTHQUAKE,1983-10-28T00:00:00.000Z,1984-01-25T00:00:00.000Z,Major Disaster,ID,Idaho                         ,Earthquake,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1988-05-06T00:00:00.000Z,10,0,1,1,1,,1983-11-14T00:00:00.000Z,6474dcaa-33fe-4233-bac1-807977c23d80,9023b9877086d9ef22b0e05438aa45d09de92fe2,2024-10-09T19:01:58.075Z
693,1983-10-26T00:00:00.000Z,SEVERE STORMS & FLOODING,1983-10-19T00:00:00.000Z,1983-10-23T00:00:00.000Z,Major Disaster,OK,Oklahoma                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1987-04-15T00:00:00.000Z,6,0,1,1,1,W,1983-10-25T00:00:00.000Z,f774f925-6c67-4b30-8481-15416beb9673,b5c3bd0292e66f1df54065b8b2f33175f628cdfa,2024-10-09T19:01:58.075Z
692,1983-10-24T00:00:00.000Z,SEVERE STORMS AND FLOODING,1983-09-18T00:00:00.000Z,1983-10-02T00:00:00.000Z,Major Disaster,NM,New Mexico                    ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1985-10-23T00:00:00.000Z,6,0,0,1,1,W,1983-10-07T00:00:00.000Z,9a646b1f-1dba-43ca-8381-97427a6c8589,06282cb1148920914cf4801f410fb5abfcb7b543,2024-10-09T19:01:58.075Z
691,1983-10-05T00:00:00.000Z,SEVERE STORMS & FLOODING,1983-09-23T00:00:00.000Z,1983-10-10T00:00:00.000Z,Major Disaster,AZ,Arizona                       ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1991-10-02T00:00:00.000Z,9,0,1,1,1,W,1983-10-03T00:00:00.000Z,5c6e3787-eb7d-4d7b-a981-5c805dddf197,eff6bc22257c0ec50af8ebe8da5e507d1401c38f,2024-10-09T19:01:58.075Z
690,1983-09-22T00:00:00.000Z,FLASH FLOODING,1983-08-15T00:00:00.000Z,1983-08-18T00:00:00.000Z,Major Disaster,CA,California                    ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1991-02-01T00:00:00.000Z,9,0,0,1,1,,1983-09-15T00:00:00.000Z,82acbfb1-74c7-476a-a040-cfd213bf3ae8,6c8006e4bdd90e3cfb8f4e7e4a298bff380a7516,2024-10-09T19:01:58.075Z
689,1983-08-19T00:00:00.000Z,HURRICANE ALICIA,1983-08-18T00:00:00.000Z,1983-08-20T00:00:00.000Z,Major Disaster,TX,Texas                         ,Hurricane,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1988-10-05T00:00:00.000Z,6,0,1,1,1,,1983-08-18T00:00:00.000Z,b01c9c99-eded-40c6-8ba2-150c407f3d2b,c8556991746c8dfc17e755c311c7a007671c3f4a,2024-10-09T19:01:58.075Z
688,1983-08-01T00:00:00.000Z,SEVERE STORMS & FLOODING,1983-07-02T00:00:00.000Z,1983-07-03T00:00:00.000Z,Major Disaster,AR,Arkansas                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1985-08-09T00:00:00.000Z,6,0,0,1,1,W,1983-07-25T00:00:00.000Z,8c5df477-dd6b-4a1f-80f1-3ce8dfd7e0e8,e9d61e8338a68bd18657f5b286752ce2e884c127,2024-10-09T19:01:58.075Z
2045,1983-07-19T00:00:00.000Z,SILVER CITY FIRE,1983-07-19T00:00:00.000Z,1983-07-19T00:00:00.000Z,Fire Suppression,NV,Nevada                        ,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1984-02-02T00:00:00.000Z,9,,,,,,1983-07-19T00:00:00.000Z,331d1466-2b1c-4b25-9fc8-b2959a37acd1,bbb40c8f266e09bb472e0fb85062eafa743dfb0c,2024-10-09T19:01:58.075Z
687,1983-07-01T00:00:00.000Z,FLOODING,1983-06-16T00:00:00.000Z,1984-02-01T00:00:00.000Z,Major Disaster,CA,California                    ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1991-09-12T00:00:00.000Z,9,0,1,1,1,,1983-06-30T00:00:00.000Z,d1872a9f-1fb2-4948-9811-9549c93ac46d,1a89b14df2c18fabdbc0ed31cd8850f379ebf8a4,2024-10-09T19:01:58.075Z
686,1983-07-01T00:00:00.000Z,FLOODING,1983-06-16T00:00:00.000Z,1983-06-20T00:00:00.000Z,Major Disaster,AZ,Arizona                       ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1987-08-18T00:00:00.000Z,9,0,1,1,1,,1983-06-27T00:00:00.000Z,3700da6a-633c-4776-84a1-29c7868f5893,f2150c80f7da9556337de6e54b810eab5431c90b,2024-10-09T19:01:58.075Z
685,1983-06-10T00:00:00.000Z,SEVERE STORMS AND FLOODING,1983-06-10T00:00:00.000Z,1983-06-10T00:00:00.000Z,Major Disaster,OK,Oklahoma                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1985-05-17T00:00:00.000Z,6,0,0,1,1,W,1983-06-06T00:00:00.000Z,437aab4a-ff17-4e1a-af94-551d4b8077ef,c9fdeeb597f97c003ec58b3881b76fc1a501d016,2024-10-09T19:01:58.075Z
684,1983-06-06T00:00:00.000Z,"SEVERE STORMS, TORNADOES & FLOODING",1983-06-06T00:00:00.000Z,1983-06-06T00:00:00.000Z,Major Disaster,IL,Illinois                      ,Severe Storm,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1991-02-11T00:00:00.000Z,5,0,0,1,1,"F,T,W",1983-05-26T00:00:00.000Z,c8f87ff1-d28e-4425-96e0-f82893338df8,46a8856f42f0a288fe10802c4e6d22438fea5828,2024-10-09T19:01:58.075Z
683,1983-06-01T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",1983-06-01T00:00:00.000Z,1983-06-01T00:00:00.000Z,Major Disaster,MS,Mississippi                   ,Severe Storm,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1987-02-06T00:00:00.000Z,4,0,1,1,1,"F,T,W",1983-05-26T00:00:00.000Z,d49007f5-280e-4dcc-ab34-8b83fa5e31d0,b0de343f93f1eeb63acf40ae9fe1e24db4e4cd91,2024-10-09T19:01:58.075Z
682,1983-05-05T00:00:00.000Z,COALINGA EARTHQUAKE,1983-05-05T00:00:00.000Z,1983-05-05T00:00:00.000Z,Major Disaster,CA,California                    ,Earthquake,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1989-10-03T00:00:00.000Z,9,0,1,1,1,,1983-05-04T00:00:00.000Z,82aca39a-2717-42ee-be52-445ccf38c0e2,41c8d01bb071b9cb23939339b8906ff9915341b7,2024-10-09T19:01:58.075Z
681,1983-04-30T00:00:00.000Z,"SEVERE STORMS, FLOODING &  MUDSLIDES",1983-04-30T00:00:00.000Z,1983-04-30T00:00:00.000Z,Major Disaster,VI,Virgin Islands of the U.S.    ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1994-06-30T00:00:00.000Z,2,0,1,1,1,"M,W",1983-04-24T00:00:00.000Z,d29bfd07-874f-43fd-bbe9-c4e92a2caef4,279ab146b672bcbf4e20ea14663ed13970888d12,2024-10-09T19:01:58.075Z
680,1983-04-30T00:00:00.000Z,"SEVERE STORMS, LANDSLIDES & FLOODING",1983-04-13T00:00:00.000Z,1983-04-13T00:00:00.000Z,Major Disaster,UT,Utah                          ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1997-08-22T00:00:00.000Z,8,0,1,1,1,"M,W",1983-04-27T00:00:00.000Z,8c2a3a05-2363-411c-b373-b2fac54a4a6a,271dbe86e6efb8dcd5542cab5d0939594c4070d0,2024-10-09T19:01:58.075Z
679,1983-04-20T00:00:00.000Z,SEVERE STORMS AND FLOODING,1983-04-20T00:00:00.000Z,1983-04-20T00:00:00.000Z,Major Disaster,LA,Louisiana                     ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1985-10-23T00:00:00.000Z,6,0,1,1,1,W,1983-04-18T00:00:00.000Z,cd0d7cbb-863a-427c-b037-87ef60bb5d8a,6ff32673ccadf6b436d5407d119bebdf8cc5c64c,2024-10-09T19:01:58.075Z
678,1983-04-16T00:00:00.000Z,"SEVERE STORMS, FLOODING &  TORNADOES",1983-04-16T00:00:00.000Z,1983-04-16T00:00:00.000Z,Major Disaster,MS,Mississippi                   ,Severe Storm,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1989-06-15T00:00:00.000Z,4,0,1,1,1,"F,T,W",1983-04-12T00:00:00.000Z,9f1087f9-560b-4ff0-acfc-9e571a983e38,b9ef71f1cb951f1b27719352e83542acca896cd2,2024-10-09T19:01:58.075Z
2044,1983-03-04T00:00:00.000Z,KILAUEA FIRE,1983-03-04T00:00:00.000Z,1983-03-04T00:00:00.000Z,Fire Suppression,HI,Hawaii                        ,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1986-03-27T00:00:00.000Z,9,,,,,,1983-03-04T00:00:00.000Z,cde91f6e-1a1a-4409-b9a4-ad282d1c17db,d4ed1e00de98a95c66fd1066bfcfcb919e332603,2024-10-09T19:01:58.075Z
677,1983-02-09T00:00:00.000Z,"COASTAL STORMS, FLOODS, SLIDES & TORNADOES",1983-01-21T00:00:00.000Z,1983-03-30T00:00:00.000Z,Major Disaster,CA,California                    ,Coastal Storm,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,2000-09-25T00:00:00.000Z,9,0,1,1,1,"C,F,M,T",1983-02-07T00:00:00.000Z,550ce716-32db-41ec-aae8-dd7f1202e46a,170d791d29fe809e25c8f7334d67d569ac7fb3f7,2024-10-09T19:01:58.075Z
676,1983-01-27T00:00:00.000Z,"SEVERE STORMS, HIGH TIDES & FLOODING",1983-01-27T00:00:00.000Z,1983-01-27T00:00:00.000Z,Major Disaster,WA,Washington                    ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1987-10-23T00:00:00.000Z,10,0,0,1,1,C,1983-01-18T00:00:00.000Z,a1ce25bc-3e51-4db6-b07f-e5c26e435091,e103f8735851345137770b1f68b8b58e16e7e240,2024-10-09T19:01:58.075Z
675,1983-01-11T00:00:00.000Z,SEVERE STORMS AND FLOODING,1983-01-11T00:00:00.000Z,1983-01-11T00:00:00.000Z,Major Disaster,LA,Louisiana                     ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1986-06-09T00:00:00.000Z,6,0,1,1,1,W,1983-01-07T00:00:00.000Z,db5659f6-16c4-4107-b63b-3ba4459c0d3c,08855c00d5b59c171bd3853763aa45c46cd161ff,2024-10-09T19:01:58.075Z
674,1982-12-13T00:00:00.000Z,"SEVERE STORMS, TORNADOES & FLOODING",1982-12-13T00:00:00.000Z,1982-12-13T00:00:00.000Z,Major Disaster,IL,Illinois                      ,Severe Storm,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1990-11-01T00:00:00.000Z,5,0,1,1,1,"F,T,W",1982-12-12T00:00:00.000Z,b19fcc09-e773-4718-94c4-b30f559f0f14,306efbb9b93b9d01bd2d074f7f9b69b2b3576f63,2024-10-09T19:01:58.075Z
673,1982-12-13T00:00:00.000Z,"SEVERE STORMS, TORNADOES & FLOODING",1982-12-13T00:00:00.000Z,1982-12-13T00:00:00.000Z,Major Disaster,AR,Arkansas                      ,Severe Storm,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1988-10-05T00:00:00.000Z,6,0,1,1,1,"F,T,W",1982-12-09T00:00:00.000Z,eed11b7d-1542-4bf7-b5ef-891123fc8b8f,6acff9b6dabbaa543af81e226d63d87e4e05f1d5,2024-10-09T19:01:58.075Z
672,1982-12-10T00:00:00.000Z,SEVERE STORMS AND FLOODING,1982-12-10T00:00:00.000Z,1982-12-10T00:00:00.000Z,Major Disaster,MO,Missouri                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1987-04-23T00:00:00.000Z,7,0,1,1,1,W,1982-12-08T00:00:00.000Z,4ace6126-d678-4501-b539-7b20adf00132,4a5839bd4db8e31c60e36def5355568b6d7498cd,2024-10-09T19:01:58.075Z
671,1982-11-27T00:00:00.000Z,TYPHOON IWA,1982-11-27T00:00:00.000Z,1982-11-27T00:00:00.000Z,Major Disaster,HI,Hawaii                        ,Typhoon,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1991-06-03T00:00:00.000Z,9,0,1,1,1,,1982-11-26T00:00:00.000Z,ca61fd94-2591-4cb2-a023-b8f992f170f0,861075319ca8075ad145e3c1cbb3e5a06b7af9dc,2024-10-09T19:01:58.075Z
670,1982-09-29T00:00:00.000Z,FLASH FLOODING,1982-09-29T00:00:00.000Z,1982-09-29T00:00:00.000Z,Major Disaster,KY,Kentucky                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1986-03-27T00:00:00.000Z,4,0,1,0,0,,1982-09-19T00:00:00.000Z,f40e1bda-3014-4e4b-9092-e779abefaa0a,0f0d956c1091ec676ed64d552405bc4784e24f22,2024-10-09T19:01:58.075Z
669,1982-09-24T00:00:00.000Z,LEVEE BREAK,1982-08-23T00:00:00.000Z,1982-09-13T00:00:00.000Z,Major Disaster,CA,California                    ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1995-04-13T00:00:00.000Z,9,0,0,1,1,K,1982-08-26T00:00:00.000Z,801bf09a-60ea-45eb-beb3-682203999386,3636a75f47ef564774f16824c58522dba47ca818,2024-10-09T19:01:58.075Z
668,1982-09-22T00:00:00.000Z,SEVERE STORMS & FLOODING,1982-09-22T00:00:00.000Z,1982-09-22T00:00:00.000Z,Major Disaster,TN,Tennessee                     ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1989-01-25T00:00:00.000Z,4,0,1,0,0,W,1982-09-18T00:00:00.000Z,ee7a4438-1ded-4718-b60f-e8ef24863e89,ab30bf2e968ab94e810da063945e83277278e440,2024-10-09T19:01:58.075Z
667,1982-08-26T00:00:00.000Z,SEVERE STORMS & FLOODING,1982-08-26T00:00:00.000Z,1982-08-26T00:00:00.000Z,Major Disaster,MO,Missouri                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1986-07-01T00:00:00.000Z,7,0,1,1,1,W,1982-08-20T00:00:00.000Z,e88dcb34-ad3c-45fe-a14e-85c7fc0af848,ac3c0931226a928d2e2fa19d6a41c5740248ab4b,2024-10-09T19:01:58.075Z
666,1982-08-24T00:00:00.000Z,SEVERE STORMS AND FLOODING,1982-08-24T00:00:00.000Z,1982-08-24T00:00:00.000Z,Major Disaster,TN,Tennessee                     ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1988-08-03T00:00:00.000Z,4,0,1,1,1,W,1982-08-19T00:00:00.000Z,c2d2e3e1-308a-41bf-bedd-0bef3901e7d6,8537a2596484e2b4fc14f8e40458f6509adaab34,2024-10-09T19:01:58.075Z
3086,1982-08-19T00:00:00.000Z,THREAT OF FLOODING AT SPIRIT LAKE,1982-08-19T00:00:00.000Z,1982-08-19T00:00:00.000Z,Emergency,WA,Washington                    ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1985-01-07T00:00:00.000Z,10,0,0,1,1,Z,1982-08-03T00:00:00.000Z,f6196ab4-3cc9-4ca4-b21d-56e4bf4f6ec0,0fccd9c0aef0688285e896f5136ced5a59aa04f3,2024-10-09T19:01:58.075Z
665,1982-07-22T00:00:00.000Z,FLASH FLOOD DUE TO DAM FAILURE,1982-07-22T00:00:00.000Z,1982-07-22T00:00:00.000Z,Major Disaster,CO,Colorado                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1994-02-10T00:00:00.000Z,8,0,1,1,1,K,1982-07-19T00:00:00.000Z,5ab26abf-b29f-411b-aeb7-397f38a843b5,9fa444fdaf702d01fe6cc47b0c0014b3d6901623,2024-10-09T19:01:58.075Z
664,1982-07-07T00:00:00.000Z,SEVERE STORMS AND FLOODING,1982-07-07T00:00:00.000Z,1982-07-07T00:00:00.000Z,Major Disaster,FL,Florida                       ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1987-03-20T00:00:00.000Z,4,0,1,1,1,W,1982-07-01T00:00:00.000Z,3a809ced-61ae-483b-9f99-1f530b609664,79530b8e98d1e1335b0b2e56f3f4ae41dde4f6d7,2024-10-09T19:01:58.075Z
663,1982-06-28T00:00:00.000Z,SEVERE STORMS AND FLOODING,1982-06-28T00:00:00.000Z,1982-06-28T00:00:00.000Z,Major Disaster,KS,Kansas                        ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1985-05-20T00:00:00.000Z,7,0,1,1,1,W,1982-06-16T00:00:00.000Z,59887d80-0cee-47b4-9f85-896bb8fc1bc0,b7207799000e14298db070d9fa5d026baaac8547,2024-10-09T19:01:58.075Z
662,1982-06-18T00:00:00.000Z,SEVERE STORMS & FLOODING,1982-06-18T00:00:00.000Z,1982-06-18T00:00:00.000Z,Major Disaster,OK,Oklahoma                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1984-08-30T00:00:00.000Z,6,0,0,1,1,W,1982-06-11T00:00:00.000Z,59e52daa-4128-44b7-9ee8-e021fd7a184b,c092552140232a00a8cc85c7315526600aad0006,2024-10-09T19:01:58.075Z
661,1982-06-14T00:00:00.000Z,SEVERE STORMS & FLOODING,1982-06-14T00:00:00.000Z,1982-06-14T00:00:00.000Z,Major Disaster,CT,Connecticut                   ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1994-06-30T00:00:00.000Z,1,0,1,1,1,W,1982-06-10T00:00:00.000Z,7ed4b10b-6639-49ef-80e7-788c4d73d2d2,13efde32626855f7a5d5fac75b8134f95909435a,2024-10-09T19:01:58.075Z
660,1982-06-05T00:00:00.000Z,SEVERE STORMS & TORNADOES,1982-06-05T00:00:00.000Z,1982-06-05T00:00:00.000Z,Major Disaster,IL,Illinois                      ,Tornado,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1988-10-19T00:00:00.000Z,5,0,1,1,1,,1982-06-02T00:00:00.000Z,3c8db4cc-c210-4b52-a682-e2209630ccc1,cf3d8796662a539761458497220ff79093bead60,2024-10-09T19:01:58.075Z
659,1982-05-25T00:00:00.000Z,SEVERE STORMS & FLOODING,1982-05-25T00:00:00.000Z,1982-05-25T00:00:00.000Z,Major Disaster,TX,Texas                         ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1984-02-23T00:00:00.000Z,6,0,1,0,0,W,1982-05-20T00:00:00.000Z,be531e91-9320-4106-9a02-c7b0b4ef1aff,e83f9733611d83bb4d867d757fe6b5f5d9061871,2024-10-09T19:01:58.075Z
658,1982-05-11T00:00:00.000Z,FLOODING,1982-05-11T00:00:00.000Z,1982-05-11T00:00:00.000Z,Major Disaster,ND,North Dakota                  ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1986-06-09T00:00:00.000Z,8,0,0,1,1,,1982-04-30T00:00:00.000Z,eeef5787-591d-4b45-8dd8-5315ddee7124,07725e4fe5e7f7f01b811a75ef3fe01e4be3c09c,2024-10-09T19:01:58.075Z
657,1982-04-24T00:00:00.000Z,URBAN FIRE,1982-04-24T00:00:00.000Z,1982-04-24T00:00:00.000Z,Major Disaster,CA,California                    ,Fire,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1986-01-09T00:00:00.000Z,9,0,1,0,0,,1982-04-22T00:00:00.000Z,31c67e9f-ee43-4b79-8fab-c23c9a5a6e00,dadbd25c5dce0021eeb9547821a9aac7ae0c5661,2024-10-09T19:01:58.075Z
3085,1982-04-23T00:00:00.000Z,SEVERE STORMS & TORNADOES,1982-04-23T00:00:00.000Z,1982-04-23T00:00:00.000Z,Emergency,AR,Arkansas                      ,Tornado,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1983-11-21T00:00:00.000Z,6,0,1,0,0,W,1982-04-19T00:00:00.000Z,1c8cc4c9-5188-4e13-b588-0f7fb007fdc2,21c2d39bcbc2762f1c7703316fb6fbf675bf0a7b,2024-10-09T19:01:58.075Z
656,1982-04-22T00:00:00.000Z,HEAVY RAINS & FLOODING,1982-04-22T00:00:00.000Z,1982-04-22T00:00:00.000Z,Major Disaster,HI,Hawaii                        ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1986-01-06T00:00:00.000Z,9,0,0,1,1,W,1982-04-17T00:00:00.000Z,494f7d44-541d-40b6-89bc-edf5ee933555,9bc3cee159f38985a8be39b444ca70831305ab16,2024-10-09T19:01:58.075Z
3084,1982-04-10T00:00:00.000Z,TORNADOES,1982-04-10T00:00:00.000Z,1982-04-10T00:00:00.000Z,Emergency,MS,Mississippi                   ,Tornado,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1983-11-21T00:00:00.000Z,4,0,1,0,0,,1982-04-08T00:00:00.000Z,18ece46d-fbb5-43eb-9a60-002ed8ae7290,3a6652dbe4e6de3a4b8c2ac16fbfa10364b5ddaa,2024-10-09T19:01:58.075Z
655,1982-04-08T00:00:00.000Z,SEVERE STORMS & TORNADOES,1982-04-08T00:00:00.000Z,1982-04-08T00:00:00.000Z,Major Disaster,TX,Texas                         ,Tornado,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1984-07-24T00:00:00.000Z,6,0,1,1,1,,1982-04-06T00:00:00.000Z,2403d5fe-c515-4034-89d5-dc067fb845df,e506f4c112444920dd887c4f8d8ddde8467d74c7,2024-10-09T19:01:58.075Z
654,1982-03-29T00:00:00.000Z,FLOODING,1982-03-29T00:00:00.000Z,1982-03-29T00:00:00.000Z,Major Disaster,MI,Michigan                      ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1988-05-06T00:00:00.000Z,5,0,1,0,0,,1982-03-17T00:00:00.000Z,f9df0ef0-a4c3-4918-a869-2813b00d220b,70687efed5d8f892ffce3f0702386888eb2063d8,2024-10-09T19:01:58.075Z
653,1982-03-26T00:00:00.000Z,SEVERE STORMS & FLOODING,1982-03-12T00:00:00.000Z,1982-03-23T00:00:00.000Z,Major Disaster,OH,Ohio                          ,Flood,1993-07-21T00:00:00.000Z,2005-05-17T00:00:00.000Z,1988-05-06T00:00:00.000Z,5,0,1,1,1,W,1982-03-14T00:00:00.000Z,358bf603-52b3-4f66-be9d-f6418a7f7cc0,1fce756232f27276639ba84b54ac818b40cc98d7,2024-10-09T19:01:58.075Z
652,1982-03-20T00:00:00.000Z,SEVERE STORMS & FLOODING,1982-03-20T00:00:00.000Z,1982-03-20T00:00:00.000Z,Major Disaster,IN,Indiana                       ,Flood,1993-07-21T00:00:00.000Z,2001-09-09T00:00:00.000Z,1988-10-19T00:00:00.000Z,5,0,1,1,1,W,1982-03-19T00:00:00.000Z,e6dd1b71-0eb4-4dc5-abb2-a0c85b4afc04,84f37bd9c25ed74c70c6a7aab705867026474908,2024-10-09T19:01:58.075Z
